"sequence.sequenceID","alignment.name","alignment.displayName","sequence.m49_country.id","sequence.m49_country.display_name","sequence.gb_place_sampled","sequence.location","sequence.collection_year","sequence.earliest_collection_year","sequence.latest_collection_year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"KC660256","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (iLembe)","South Africa: KwaZulu Natal (iLembe)",2011,2011,2011,856,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/115"
"KC660257","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,889,"13-Mar-14","13-Mar-14","Caprinae",24619442,"11/308"
"KC660265","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (iLembe)","South Africa: KwaZulu Natal (iLembe)",2010,2010,2010,851,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/269"
"KC660270","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,865,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"11/144"
"KC660193","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,877,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/284"
"KC660272","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2010,2010,2010,852,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/515"
"KC660261","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,847,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/191"
"KC660259","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2010,2010,2010,961,"13-Mar-14","13-Mar-14","Canis mesomelas",24619442,"10/564"
"KC660263","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2010,2010,2010,868,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/518"
"KC660264","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,886,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/188"
"KC660260","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,851,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/108"
"DQ841521","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Lower Umfolozi:N9","South Africa: KwaZulu Natal:Lower Umfolozi:N9",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.475"
"DQ841530","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Lower Umfolozi:N9","South Africa: KwaZulu Natal:Lower Umfolozi:N9",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.509"
"KC660189","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,889,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/241"
"KC660337","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,864,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/51"
"DQ841537","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Hlabisa:P7","South Africa: KwaZulu Natal:Hlabisa:P7",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.588"
"KC660241","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/401"
"KC660242","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Sisonke)","South Africa: KwaZulu Natal (Sisonke)",2010,2010,2010,890,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/560"
"KC660336","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,899,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/203"
"KC660266","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Zululand)","South Africa: KwaZulu Natal (Zululand)",2011,2011,2011,866,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"11/232"
"KC660218","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Zululand)","South Africa: KwaZulu Natal (Zululand)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"10/325"
"GQ983504","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"455.88"
"DQ841485","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Lower Umfolozi:M4","South Africa: KwaZulu Natal:Lower Umfolozi:M4",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.328"
"DQ841491","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Pongola:M4","South Africa: KwaZulu Natal:Pongola:M4",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.360"
"EF686104","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piet Retief","South Africa: Piet Retief",2004,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d567/04"
"EF686113","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piet Retief","South Africa: Piet Retief",2002,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d202/02"
"EF686131","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piet Retief","South Africa: Piet Retief",2004,NA,2008,590,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d606/04"
"EF686151","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piet Retief","South Africa: Piet Retief",2004,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d315/04"
"DQ841542","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Lower Umfolozi:N9","South Africa: KwaZulu Natal:Lower Umfolozi:N9",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Capra hircus",17451828,"KZNgt03.330"
"DQ841544","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Pongola:L4","South Africa: KwaZulu Natal:Pongola:L4",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Capra hircus",17451828,"KZNgt03.364"
"GQ983527","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"71.99"
"GQ983461","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"294.02"
"GQ983401","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"198.01"
"GQ983505","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"468.87"
"GQ918290","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"115.93"
"GQ918326","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"165.93"
"GQ983403","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"20.95"
"DQ841439","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Umvoti:I11","South Africa: KwaZulu Natal:Umvoti:I11",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.149"
"DQ841449","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Pietemaritzburg:H13","South Africa: KwaZulu Natal:Pietemaritzburg:H13",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.205"
"DQ841549","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal","South Africa: KwaZulu Natal",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Homo sapiens",17451828,"KZNhmSPU03.272"
"DQ841469","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Eshowe:M10","South Africa: KwaZulu Natal:Eshowe:M10",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.270"
"GQ983447","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"272.03"
"GQ918325","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"164.93"
"DQ841431","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Alfred:H17","South Africa: KwaZulu Natal:Alfred:H17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.120"
"DQ841520","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Mount Currie:D17","South Africa: KwaZulu Natal:Mount Currie:D17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.474"
"KC660334","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Sisonke)","South Africa: KwaZulu Natal (Sisonke)",2010,2010,2010,817,"13-Mar-14","13-Mar-14","Caprinae",24619442,"10/458"
"KC660335","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Sisonke)","South Africa: KwaZulu Natal (Sisonke)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"10/593"
"KC660322","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/277"
"KC660323","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/128"
"KC660332","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,889,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"10/635"
"KC660324","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,891,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/355"
"KC660325","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,875,"13-Mar-14","13-Mar-14","Bos primigenius",24619442,"10/342"
"DQ431258","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Moorresburg","South Africa: Moorresburg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04266"
"GQ983473","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"326.9"
"DQ841414","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Eastern Cape:Sterkspruit:*","South Africa: Eastern Cape:Sterkspruit:*",2004,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"ECdg04.376"
"DQ841417","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Eastern Cape:Barkley East:*","South Africa: Eastern Cape:Barkley East:*",2004,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"ECdg04.499"
"EU163368","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Smithfield","South Africa: Smithfield",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"570/03"
"EU163315","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Sterkstroom","South Africa: Sterkstroom",2004,NA,2009,591,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"448/04"
"EU163289","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"142/00"
"EU163294","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"549/00"
"EU163297","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Clocolan","South Africa: Clocolan",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"511/02"
"EU163298","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Clocolan","South Africa: Clocolan",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"544/02"
"EU163324","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2006,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"110/06"
"EU163327","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2006,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Jun-48"
"EU163328","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2006,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Jun-43"
"EU163330","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Jan-70"
"EU163336","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"915/03"
"EU163339","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Feb-41"
"EU163341","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Mar-48"
"EU163344","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"579/02"
"EU163346","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"591/02"
"EU163348","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"426/02"
"EU163363","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"616/02"
"EU163364","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"648/02"
"EU163372","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"925/02"
"EU163374","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Smithfield","South Africa: Smithfield",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"759/03"
"MF197287","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho",NA,"Lesotho: -",2012,2012,2012,592,"08-Nov-17","08-Nov-17","Bos taurus",NA,"201/12"
"EU163312","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Zastron Town","South Africa: Zastron Town",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"238/03"
"EU163329","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Fouriesburg","South Africa: Fouriesburg",2004,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"21-Apr"
"EU163337","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"610/02"
"EU163347","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"462/03"
"EU163349","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Clocolan","South Africa: Clocolan",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"588/02"
"EU163387","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Moehale's Hoek","Lesotho: Moehale's Hoek",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"198/00"
"EU163390","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Moehale's Hoek","Lesotho: Moehale's Hoek",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"199/00"
"EU163393","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Maseru","Lesotho: Maseru",2005,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"298/05"
"MF197297","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho",NA,"Lesotho: -",2014,2014,2014,592,"08-Nov-17","08-Nov-17","Bos taurus",NA,"60/14"
"EU163389","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Quthing","Lesotho: Quthing",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"912/00"
"EU163308","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"851/01"
"EU163323","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2006,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"19-Mar"
"EU163335","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"189/01"
"EU163338","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"941/03"
"EU163343","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Feb-53"
"EU163352","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"687/02"
"EU163357","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"744/02"
"EU163358","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"860/02"
"EU163360","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2006,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"Jun-56"
"EU163366","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"950/02"
"EU163367","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"536/03"
"EU163373","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"735/03"
"EU163376","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"631/02"
"EU163380","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bethlehem","South Africa: Bethlehem",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"264/03"
"EU163384","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Wepener Town","South Africa: Wepener Town",2004,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"169/04"
"EU163385","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Maseru","Lesotho: Maseru",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"404/01"
"EU163386","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Maseru","Lesotho: Maseru",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"403/01"
"EU163391","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Maseru","Lesotho: Maseru",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"531/02"
"EU163392","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Moehale's Hoek","Lesotho: Moehale's Hoek",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"430/01"
"EU163395","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Quthing","Lesotho: Quthing",2001,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"527/01"
"EU163340","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"505/02"
"EU163355","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ficksburg","South Africa: Ficksburg",2002,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"930/02"
"EU163394","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Maseru","Lesotho: Maseru",2003,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"785/03"
"EU163314","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ladybrand","South Africa: Ladybrand",2004,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"419/04"
